folder	movie	character	line-count
Lionsgate	Escape	mad martigan	374
Lionsgate	Escape	cole	266
Lionsgate	Escape	the boss	257
Lionsgate	Escape	tiktok	251
Lionsgate	Escape	harriet the spy	136
Lionsgate	Escape	vince	103
Lionsgate	Escape	naomi	86
Lionsgate	Escape	hawk	28
Lionsgate	Escape	woman	27
Lionsgate	Escape	thug	23
Lionsgate	Escape	dux	17
Lionsgate	Escape	cyrus the virus	17
Lionsgate	Escape	cop	16
Lionsgate	Escape	vincent	14
Lionsgate	Escape	harriet	13
Lionsgate	Escape	wifey	10
Lionsgate	Escape	animal	9
Lionsgate	Escape	balki	7
Lionsgate	Escape	of you!	7
Lionsgate	Escape	riggs	5
Lionsgate	Escape	spartan	3
Lionsgate	Escape	professionally. i mean, maybe	3
Lionsgate	Escape	upper level henchmen	2
Lionsgate	Escape	radio	1
Lionsgate	Escape	hawk                            cole	1
Lionsgate	Escape	luca                            koresh	1
Lionsgate	Escape	yuichi                            cole	1
Lionsgate	Escape	rat	1
Lionsgate	Escape	tik tok	1
Lionsgate	Escape	cole                               faye	1
Lionsgate	Escape	fay	1
Lionsgate	Escape	driver	1
Lionsgate	Escape	mar martigan	1
Lionsgate	Escape	i am.	1
Lionsgate	Escape	faye                            cole	1
Lionsgate	Free Agents	rush	481
Lionsgate	Free Agents	will	334
Lionsgate	Free Agents	vidal	107
Lionsgate	Free Agents	lisa	93
Lionsgate	Free Agents	tommy	66
Lionsgate	Free Agents	slim	37
Lionsgate	Free Agents	color analyst	33
Lionsgate	Free Agents	detective reed	33
Lionsgate	Free Agents	dontay	33
Lionsgate	Free Agents	walker	31
Lionsgate	Free Agents	tv announcer	31
Lionsgate	Free Agents	mouse	30
Lionsgate	Free Agents	s-bull	25
Lionsgate	Free Agents	hennessy	24
Lionsgate	Free Agents	coach brackney	22
Lionsgate	Free Agents	jerry demarco	21
Lionsgate	Free Agents	kit jacobs	21
Lionsgate	Free Agents	park	15
Lionsgate	Free Agents	announcer	10
Lionsgate	Free Agents	carla	10
Lionsgate	Free Agents	kizinski	8
Lionsgate	Free Agents	peter crane	7
Lionsgate	Free Agents	asst. coach davis	7
Lionsgate	Free Agents	rush’s agent	6
Lionsgate	Free Agents	espn radio host	5
Lionsgate	Free Agents	charisse	5
Lionsgate	Free Agents	deshawn	5
Lionsgate	Free Agents	brackney	5
Lionsgate	Free Agents	close on: will’s face	5
Lionsgate	Free Agents	tv announcer 1	5
Lionsgate	Free Agents	various reporters	4
Lionsgate	Free Agents	voice	4
Lionsgate	Free Agents	sylvie	4
Lionsgate	Free Agents	sylvie.	4
Lionsgate	Free Agents	sidelines...and it’s...off the	4
Lionsgate	Free Agents	demarco	4
Lionsgate	Free Agents	gate guard	4
Lionsgate	Free Agents	crack, taking multiple hits.	4
Lionsgate	Free Agents	kizinkski	3
Lionsgate	Free Agents	is no plan b.	3
Lionsgate	Free Agents	i love you.	2
Lionsgate	Free Agents	player #	2
Lionsgate	Free Agents	god damn la!	2
Lionsgate	Free Agents	chet	2
Lionsgate	Free Agents	la...	2
Lionsgate	Free Agents	guard	2
Lionsgate	Free Agents	i brought some noise.	2
Lionsgate	Free Agents	title card:   “free agents”	1
Lionsgate	Free Agents	whirring treadmill--	1
Lionsgate	Free Agents	i know.	1
Lionsgate	Free Agents	all i got.	1
Lionsgate	Free Agents	salaam	1
Lionsgate	Free Agents	player’s wives	1
Lionsgate	Free Agents	and it’s a fumble!!!	1
Lionsgate	Free Agents	i am not.	1
Lionsgate	Free Agents	lambo truck.	1
Lionsgate	Free Agents	go!	1
Lionsgate	Free Agents	kizinki	1
Lionsgate	Free Agents	slim/s-bull/will	1
Lionsgate	Free Agents	i can’t right now.	1
Lionsgate	Free Agents	trainer	1
Lionsgate	Free Agents	general manager	1
Lionsgate	Joy Fuck Club	audrey	763
Lionsgate	Joy Fuck Club	lolo	689
Lionsgate	Joy Fuck Club	karen	460
Lionsgate	Joy Fuck Club	deadeye	221
Lionsgate	Joy Fuck Club	frank	67
Lionsgate	Joy Fuck Club	dae	66
Lionsgate	Joy Fuck Club	perky agent	53
Lionsgate	Joy Fuck Club	helen	51
Lionsgate	Joy Fuck Club	min	50
Lionsgate	Joy Fuck Club	arthur	40
Lionsgate	Joy Fuck Club	clarence	38
Lionsgate	Joy Fuck Club	embassy official	36
Lionsgate	Joy Fuck Club	stephon marbury	36
Lionsgate	Joy Fuck Club	mary sullivan	33
Lionsgate	Joy Fuck Club	todd	31
Lionsgate	Joy Fuck Club	police officer	30
Lionsgate	Joy Fuck Club	wey chen	19
Lionsgate	Joy Fuck Club	jaebock	19
Lionsgate	Joy Fuck Club	grandma chen	15
Lionsgate	Joy Fuck Club	jenny chen	12
Lionsgate	Joy Fuck Club	grandpa chen	12
Lionsgate	Joy Fuck Club	listening to bts.	11
Lionsgate	Joy Fuck Club	joe sullivan	10
Lionsgate	Joy Fuck Club	deng	6
Lionsgate	Joy Fuck Club	airport security officer	6
Lionsgate	Joy Fuck Club	three!	5
Lionsgate	Joy Fuck Club	i got it.	5
Lionsgate	Joy Fuck Club	we’re on vacation.	4
Lionsgate	Joy Fuck Club	lolo (cont'd)                  audrey	4
Lionsgate	Joy Fuck Club	it’s like...fuckin’ turbines!	4
Lionsgate	Joy Fuck Club	doctor	4
Lionsgate	Joy Fuck Club	director	4
Lionsgate	Joy Fuck Club	mary/joe/audrey	3
Lionsgate	Joy Fuck Club	boy	3
Lionsgate	Joy Fuck Club	client	3
Lionsgate	Joy Fuck Club	you’re right, i apologize.	3
Lionsgate	Joy Fuck Club	do something!	3
Lionsgate	Joy Fuck Club	lolo / deadeye	3
Lionsgate	Joy Fuck Club	aaaaaaaaaaaa!!!!!!!!!!!!!!!!	3
Lionsgate	Joy Fuck Club	south!	3
Lionsgate	Joy Fuck Club	chinese person on tv.	2
Lionsgate	Joy Fuck Club	voice	2
Lionsgate	Joy Fuck Club	audrey/deadeye/lolo	2
Lionsgate	Joy Fuck Club	i don’t understand--	2
Lionsgate	Joy Fuck Club	xitang village guy	2
Lionsgate	Joy Fuck Club	you’re not!	2
Lionsgate	Joy Fuck Club	fucked up?! tell me!!	2
Lionsgate	Joy Fuck Club	i quit.	2
Lionsgate	Joy Fuck Club	i disagree.	2
Lionsgate	Joy Fuck Club	over credits:	2
Lionsgate	Joy Fuck Club	go back home	1
Lionsgate	Joy Fuck Club	hahahaha!	1
Lionsgate	Joy Fuck Club	aaaaaa!	1
Lionsgate	Joy Fuck Club	arthur                          karen	1
Lionsgate	Joy Fuck Club	lolo                             deadeye	1
Lionsgate	Joy Fuck Club	gruff man	1
Lionsgate	Joy Fuck Club	what?!	1
Lionsgate	Joy Fuck Club	little chen girl	1
